"application","created_at","status","line_of_credit","annual_percentage_rate","is_fraud","address_type","line_1","line_2","city","state","zipcode","county","country","phone","phone_type","name","card","product","email","party","dob","account","id","id_type","ip","device"
"aae55fb7-9e85-4d5d-b973-3061fb60cc38","2024-04-12 15:58:50.679000","APPROVED","9074.48","2.95","False","mailing","513 HABBERTON ROAD","","FAYETTEVILLE","AR","72703","ARKANSAS COUNTY","US","9651495513","landline","HAN MILLER","4789862814526106","8a782dbd-4149-42ad-944e-e675d3bf1dc7","HAN.MILLER@EMAIL.COM","12954f74-99d8-4556-874d-f756acf46248","1983-05-13","a150ddf6-7cbb-4b6f-96a4-73de7314c40a","bffc4f2e-e0aa-4e78-af88-59739e59e255","PASSPORT","192.166.1.1","9f40ff51-19f8-4379-9022-7c2be86d16e9"
"8d84ec8d-8107-49c4-a242-3054c882dd20","2024-04-12 15:58:50.686037","PENDING","7124.75","24.5","False","mailing","954 DOWLER DRIVE","","EUREKA","CA","95501","ALAMEDA COUNTY","US","3842379392","landline","HAN ANDERSON","2335220775347509","6835b33e-dd55-499d-a551-e6c4da8fa7b9","HAN.ANDERSON@EMAIL.COM","b2f2fd17-7e01-4f00-9806-01255fcc6d6e","1983-05-15","0ac762e5-c390-4fe7-b89f-f5a580c4bee9","7c872b1f-322d-47ea-8857-b0803f9ac4f2","DRIVER'S LICENSE","192.166.1.1","a6b57fa2-d185-4636-8721-d23db433cd7f"
"285e3403-cf42-470d-be36-98b77f153029","2024-04-12 15:58:50.693015","PENDING","6108.81","11.4","False","mailing","880 GENERAL GEORGE PATTON ROAD","","NASHVILLE","TN","37221","ANDERSON COUNTY","US","6909389698","mobile","LEAH JOHNSON","4275645196526083","84ed831d-70d0-4f13-8702-52f95e054d51","LEAH.JOHNSON@EMAIL.COM","ed678ed5-6eca-4f26-b9d8-a44eec409af1","1983-05-20","0475f8f6-1a4b-4dc5-961c-272c41676829","89ba258d-bb01-481d-a058-ee56e9609d3e","DRIVER'S LICENSE","192.167.1.1","cd671b2a-0d1c-42cd-b768-1670fe0c154c"
"9330bb41-6238-44b4-8346-e88450c95686","2024-04-12 15:58:50.700262","PENDING","8680.86","2.73","False","primary","4079 NORTH SUNFLOWER CIRCLE","","FAYETTEVILLE","AR","72703","ARKANSAS COUNTY","US","4736421765","landline","SAM ANDERSON","2747486747746825","319ef693-0e13-412e-94f3-a3e442a7380b","SAM.ANDERSON@EMAIL.COM","1064e66d-90eb-46da-959f-25e91f1b7c93","1983-05-17","7c5faa56-7b6d-47ff-a64f-8f3951899a7a","8f024a6d-7b76-4a28-9863-746e3d3c45d9","SOCIAL SECURITY NUMBER","192.168.1.1","dddb1e7f-ad85-45e7-b10d-f327e22feda1"
"1e09cb7f-162d-4ceb-8f2d-271612893289","2024-04-12 15:58:50.708089","APPROVED","9640.32","32.76","False","primary","3609 MEADOW DRIVE","","NASHVILLE","TN","37215","ANDERSON COUNTY","US","1177622262","landline","JOHN BROWN","9524540749500150","51a36ad8-96fa-41fc-a2f1-6e0e39a126c9","JOHN.BROWN@EMAIL.COM","660e2936-8f20-44a6-9795-902c4081418b","1983-05-18","9f2734e0-981b-4f8a-a191-00ee3a7a9e8d","c81b27af-aabf-4a00-8488-034918943172","SOCIAL SECURITY NUMBER","192.164.1.1","f948ae36-b063-4c46-a6cf-fcfa2a973316"
"ff57643e-cf2f-498d-b842-f9b10a8b339f","2024-04-12 15:58:50.715159","DISAPPROVE","747.75","17.71","True","primary","534 TURPIN STREET","#APT 000001","ANCHORAGE","AK","99504","ALEUTIANS EAST BOROUGH","US","1496595308","landline","HAN JOHNSON","2578418567598271","84ed831d-70d0-4f13-8702-52f95e054d51","HAN.JOHNSON@EMAIL.COM","5b56856a-7314-466c-92ce-92d8ceee007b","1983-05-13","d82d5ada-2b9f-4833-90c1-3a480a960242","89ba258d-bb01-481d-a058-ee56e9609d3e","DRIVER'S LICENSE","192.161.1.1","2d8cdbac-1d74-4bf2-9c9b-8abbe2832ec5"
"ec371f7d-fcfb-4a39-a8cb-2db007136ba1","2024-04-12 15:58:50.722098","DISAPPROVE","9246.24","30.69","True","primary","107 WEST CANTON CIRCLE","","SPRINGFIELD","MA","01104","BARNSTABLE COUNTY","US","1328823531","mobile","LEAH SMITH","3683286896917497","6835b33e-dd55-499d-a551-e6c4da8fa7b9","LEAH.SMITH@EMAIL.COM","b8ba6080-f1b9-4838-a514-11534b63c27d","1983-05-18","f8ec79a6-f7de-4446-b1b6-dae437650458","4ea15e38-23dd-41e3-9298-d0ae14e8031b","DRIVER'S LICENSE","192.161.1.1","ca4e50d2-a4be-4a14-a73a-878cbb0c8faa"
"ceb2d76a-d240-4627-aaa2-3d43ef036858","2024-04-12 15:58:50.729020","APPROVED","463.22","26.02","False","mailing","519 ROXBORO PLACE NORTHWEST","","WASHINGTON","DC","20011","DISTRICT OF COLUMBIA","US","4430515150","mobile","BIANCA ANDERSON","5873069955701336","8a782dbd-4149-42ad-944e-e675d3bf1dc7","BIANCA.ANDERSON@EMAIL.COM","740c33d2-4118-4e66-99bd-1cbc79fba330","1983-05-17","32f661db-8268-4b66-bb7e-1d3d82650273","c35b52d6-4fc9-470b-9e21-b0b3c51d8ab5","DRIVER'S LICENSE","192.165.1.1","5b5fd631-b7d1-4311-b9c4-0c8b7db22ea7"
"5d992cfd-0f52-4dd4-b0f6-a3237928b07b","2024-04-12 15:58:50.735872","APPROVED","5232.55","4.5","False","mailing","5112 SOUTHWEST 124TH PLACE","","OKLAHOMA CITY","OK","73173","ADAIR COUNTY","US","5298618218","mobile","PETER MILLER","3340381768635127","8a782dbd-4149-42ad-944e-e675d3bf1dc7","PETER.MILLER@EMAIL.COM","8fa98723-7a5e-409e-b976-49c6fdc88e31","1983-05-18","ff71b571-ed6d-4137-9d23-1e867614a74f","00a66156-7a02-41c6-ad1c-1a484e3afbb5","SOCIAL SECURITY NUMBER","192.165.1.1","037bcf68-82ee-424f-b0fb-657e1db271b5"
"81a4b88e-8e47-456f-bc13-d22c88db5b68","2024-04-12 15:58:50.743117","DISAPPROVE","219.99","2.15","True","primary","6473 ZEPHYR STREET","","ARVADA","CO","80004","ADAMS COUNTY","US","5367063794","mobile","JOHN SMITH","3870968488377758","51a36ad8-96fa-41fc-a2f1-6e0e39a126c9","JOHN.SMITH@EMAIL.COM","3c70cb77-ca2e-48b7-868e-302fcf7f1cb6","1983-05-14","f089e460-18e5-4157-821b-cca8b42f5e64","4ea15e38-23dd-41e3-9298-d0ae14e8031b","DRIVER'S LICENSE","192.167.1.1","f2dbde38-1725-43a9-8ff9-bb54329db22e"
"ff937d5d-8412-4d15-afae-b0bc752ca6fe","2024-04-12 15:58:50.751496","DISAPPROVE","3211.97","18.5","True","primary","3613 EAST 18TH AVENUE","","ANCHORAGE","AK","99508","ALEUTIANS EAST BOROUGH","US","2325010564","mobile","JOHN BROWN","8839645851414224","8a782dbd-4149-42ad-944e-e675d3bf1dc7","JOHN.BROWN@EMAIL.COM","a534ca38-c4d2-4598-90b5-6312b880ef7e","1983-05-20","a495c61b-1aea-4557-a875-50af67cdf8a9","f8198f0f-af5f-43f3-9fbc-5f2f0758f4df","DRIVER'S LICENSE","192.166.1.1","41c67d5d-516c-4b1c-ad73-efd19f94caec"
"feb4d81e-36a0-40c1-90bd-b3319b5f77fb","2024-04-12 15:58:50.759826","PENDING","6572.76","25.93","False","primary","4510 EASTERN AVENUE NORTHEAST","","WASHINGTON","DC","20018","DISTRICT OF COLUMBIA","US","7189814249","landline","LEAH MILLER","8906093590273948","319ef693-0e13-412e-94f3-a3e442a7380b","LEAH.MILLER@EMAIL.COM","efb81378-daac-4ac1-894e-5e0a5480dacf","1983-05-18","f6a45fd8-3a2c-4b3a-b490-2626d6de6230","bffc4f2e-e0aa-4e78-af88-59739e59e255","PASSPORT","192.161.1.1","4bcc3eb0-6f46-47da-886b-e49cb1ed2cbe"
"3fad43ad-0eb2-421a-9940-f86f94e51de3","2024-04-12 15:58:50.768361","DISAPPROVE","4331.61","28.84","True","primary","6518 DOLPHIN COURT","","GLEN BURNIE","MD","21061","ALLEGANY COUNTY","US","0016006906","landline","BIANCA BROWN","2335220775347509","319ef693-0e13-412e-94f3-a3e442a7380b","BIANCA.BROWN@EMAIL.COM","c90c3a1e-5be5-4ad8-8e7b-e325638b9e12","1983-05-10","9f2734e0-981b-4f8a-a191-00ee3a7a9e8d","0f1fe22b-67a5-4eba-a1f5-b41873b2aa80","PASSPORT","192.167.1.1","1aa74b4d-0b1d-4313-87c8-ad875fdbee3c"
"6a6acd6c-07f5-4df8-901d-cf4473dc57a1","2024-04-12 15:58:50.776524","APPROVED","2245.4","32.78","False","mailing","718 DUTCHMANS COURT","","NASHVILLE","TN","37076","ANDERSON COUNTY","US","6402706114","landline","VIVIAN BROWN","5250766417743120","6835b33e-dd55-499d-a551-e6c4da8fa7b9","VIVIAN.BROWN@EMAIL.COM","f8a37e06-efa6-4e27-8836-48ad08db64c3","1983-05-15","3998dc4a-67b5-4b06-b3ab-fdd1a8bb8382","adf93555-03f1-435e-a7af-c089325d0820","DRIVER'S LICENSE","192.161.1.1","a038768b-7256-4254-aa89-7f34294d4c57"
